[121.7s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[122.6s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[123.5s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[124.4s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[125.3s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[126.3s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[127.2s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[128.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[128.8s] state=InMainMenu, run=0/500, strategy=0, sceneWait=0.09
[129.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[129.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[130.8s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[131.7s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[139.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[140.8s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[141.7s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[142.6s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[143.5s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[144.4s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[145.4s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[146.3s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[147.2s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[148.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[149.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[149.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[150.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[151.8s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[153.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[155.0s] HandleDeckConstruction: deckSize=30, valid=True, main=24, colony=6
[157.9s] HandleDeckConstruction: deckSize=30, valid=True, main=24, colony=6
[159.9s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[161.0s] state=PlayingTurns, run=2/500, strategy=2, sceneWait=0.00
[162.8s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[164.8s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[167.7s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[169.7s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[172.9s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[173.8s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[174.8s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[175.8s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[176.7s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[177.7s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[178.6s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[179.5s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[180.5s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[181.6s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[182.5s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[183.4s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[184.4s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[185.3s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[186.3s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[187.2s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[188.2s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[189.2s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[190.2s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
